Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie,overview
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,story artist philippe petit attempt cross twin tower world trade center
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,man ryan suffer disability wish join kid school football team initiation rite ryan sweep away whirlpool land tao hunt lord komodo desire boy key enter world ryan rescue protector tao humanoid kangaroo embued element virtue ryan learn lesson save land tao
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,fail london banker max skinner inherit uncle vineyard provence spend childhood holiday arrival meet woman california tell max cousin property
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,father reminisce childhood brother move town mother husband dog shane brother subject abuse hand brutal stepfather mike decide convert toy trolley radio flyer plane fly safety
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,base life experience poet jimmy santiago baca film focus paco cruz cousin miklo open member east gang know vatos locos story focus crime influence narcotic alter life miklo incarcerate send san quentin make home cruz become artist addiction overcome result paco become cop enemy miklo
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,smilla jaspersen half danish half greenlander attempt understand death boy fall roof apartment building suspect wrongdoing smilla uncover trail clue lead corporation make expedition greenland scene film shoot copenhagen greenland film enter berlin international film festival director bille august nominate golden bear
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,woman try straighten life even past come back haunt
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,movie tell story omar mukhtar muslim rebel fight conquest libya wwii give viewer glimpse region chapter history expose savage mean conquering army attempt subdue native
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,time war disease officer gallantly try help woman find husband
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,ride devil follow people fight truth justice amidst turmoil american civil war director ang lee take man land border loyalist immigrant son freed slave widow form friendship learn survive time place rule redefine meaning bravery honor
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,story man fall road redemption light way connect afterlife uxbal hero father sense danger death struggle reality fate work order forgive love forever
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,set century ruthless robber baron take away everything cherish peasant heiress embark quest justice heist
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,action thriller set new orleans business owner jack vermillion laurence fishburne struggle run shipping company guy ernest pike karl urban struggle get family gun collection country path collide jack realize expose pike get sway need persuade law enforcement official treat son kindly
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,set world thomas deposit community boy memory erase soon learn trap maze require join force runner shot escape
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,business owner associate travel europe close deal life begin business trip go rail way include stop sex event summit
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,tale century new york society lawyer fall love woman separate husband engage woman cousin
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,span year parallel story fountain story love death spirituality fragility existence world
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,store clerk ice cream truck driver throw together die scientist entrust chemical keep ice chemical kill living thing melt take chemical codenamed base chase terrorist want hold country ransom
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,thief frantically search miss daughter kidnap lock trunk taxi
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,son sailor sosuke live life cliff mother lisa day find goldfish trap bottle beach rescue name ponyo goldfish daughter wizard sea goddess ponyo use father magic transform girl quickly fall love sosuke use sorcery cause imbalance world moon steadily draw nearer earth ponyo father send ocean mighty wave find daughter child embark adventure lifetime save world fulfill ponyo dream become
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,life couple intertwine man reflect back lose love trap automobile crash
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,spencer armacost return earth mission nearly cost life decide take desk job order see wife often gradually notice spencer personality seem change concern fade discover grows closer become mother suspicion spencer return seem person
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,inspire story kuki gallmann film tell woman courage escape yet life italy start anew african wilderness son emanuele husband paolo gallmann face danger eventually become conservationist
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,sport star fall time start coach son soccer team attempt get life together
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,chronicle nelson mandela life journey childhood village inauguration democratically elect president south africa
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,journalist becomes involve communist revolution russia hope bring spirit idealism united state
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lawyer daniel kaffee cmdr joanne galloway assign murder case uncover haze implicate official nathan jessep
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,maverick cop orin boyd always bring terrorist track ruffle feather technique soon find reassign district detroit discover group detective secretly operate drug ring boyd join force ally gangster latrell walker bring cop
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,fbi agent send georgia protect mother son convict force impersonate crass southern granny know momma order remain
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,thunder abandon cat seek shelter storm stumble house own magician inhabit array automaton gizmo not everyone welcome addition troupe jack rabbit maggie mouse plot evict thunder situation get land hospital scheming nephew see chance cash sell mansion hero determine earn place enlist help magician assistant protect home
1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,moscow people lead charge alien race attack earth power supply
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,emily arrive miami aspiration become dancer spark sean leader dance crew neighborhood threaten emily father development plan
1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,america search murderer eddie kim sean jones fly testify hearing kim accompany fbi agent neville flynn flight receive visitor
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,fbi agent joel campbell year spend chase killer flees begin life chicago month later joel laid plan abruptly cut become setting particularly murder murder commit man david allen griffin joel cunning nemesis griffin follow pursuer chicago order play game cat mouse taunt joel photograph intend victim leave crime scene meticulously clue order keep police bay griffin derive pleasure watch joel react movement watch victim die griffin move joel circle joel quickly find way stop someone close become one die
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fbi agent frank castle wife son slaughter become punisher vigilante go length avenge family
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,million kid world santiago harbor dream footballer however live barrio section los angeles think dream day turn event try premiership newcastle united
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,elite agent rescue girl abduct find middle standoff triad mafia new york city politician police
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,air traffic controller john cusack billy bob thornton thrive living dangerously outdo level
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rebel leader map strategy attack emperor newer death star han solo remain desert fortress jabba hutt outlaw universe also keep princess leia girl now master force luke skywalker rescue friend become jedi knight wag battle darth vader swear win luke side force
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,virus spread isle infect million kill hundred thousand contain threat act authority brutally quarantine country succumb fear chaos quarantine decade later reaper virus violently resurface city group specialist urgently dispatch country retrieve cure mean shut rest world unit battle landscape become nightmare
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,story michael berg lawyer teenager affair woman hanna disappear resurface year later defendant war crimes trial stem action concentration camp guard late war alone realize hanna conceal fact expense freedom
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,rattle unemployment manhattan couple survey alternative living option ultimately decide experiment living commune love rule
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,buddy fall santa gift sack christmas eve transport back north pole raise elf santa helper grow adulthood shake nag feeling belong buddy vow visit manhattan find dad workaholic publisher
0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,man see descend sky discovers telekinesis
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,miami dentist inherit team dog get learn trade lose pack mountain man
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,take charles dickens a christmas carol frank cross bill murray wildly television executive ambition nature drive away love life claire phillips karen allen fire staff member eliot loudermilk bobcat goldthwait christmas eve frank visit series ghost give chance action right wrong past
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nacho libre loosely base story fray tormenta friar storm rev sergio gutierrez benitez mexican catholic priest career luchador compete order support orphanage direct producer jack black david klawans julia pistor mike white
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,annie life mess find friend engage simply serve maid honor break annie bluff way ritual chance get show bridesmaid far go someone love
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,attend party james franco house seth rogen jay baruchel celebrity face apocalypse
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,woman belief frankie paige begin experience show sign wound jesus receive crucify vatican get word frankie situation request rev andrew kiernan investigate case soon kiernan realize force work try rescue frankie entity plague
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,against odds diving instructor embitter navy less policy carl brashear set sight become navy master diver story relationship start rock fate ultimately conspires bring men together setting respect triumph honor
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,team bank robber include gordon jennings idris elba john rahway paul walker hayden christensen brother jake michael ealy jesse attica chris brown successfully complete heist lead life luxury plan job ghost tip harris member team release prison convince group strike car carry taker carefully plot strategy draw exact heist police officer matt dillon inch apprehend criminal
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,amusement adult child friend long couple don ellie griffin force play couple sake adopt son wedding mother unexpectedly decide fly halfway world attend wedding guest look griffin hilariously force confront past hopefully kill process
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,fbi agent malcolm turner son trent go undercover performing art school trent witness murder pose big momma charmaine find murderer find
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,decorate captain colter stevens wake body man discover involve mission find bomber chicago commuter train learn part program enable experience minute person life colter train incident gather clue time discover attack one happen
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,story uruguayan rugby team plane crash middle andes mountain immense survive pull force anything everything stay meager ration freezing cold
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,walter sparrow control officer become obsess book seem base life as soon open book notice parallel read worry murder materialize
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cartographer secretly leave family ranch montana live cowboy father scientist mother travel country board freight train receive award smithsonian institute
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,day attack pearl harbor panic grip california supposedly target force everywhere california people suffer war nerve chaos erupt state army air corp captain sense nationalism defender motor pool crew end chase sub planning attack la
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ben crane believe severely racehorse deserve chance daughter cale adopt horse fact mare save sacrifice owner
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,family thrust spotlight father commit seemingly murder diner
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,professional driver frank martin live miami temporarily fill friend chauffeur government narcotic control policymaker family boy family target kidnapping frank immediately become involve protect child expose kidnapper
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,woman come compete elimination tournament town take gunman
1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,sea litigation new york city divorce lawyer find love
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hour life paramedic once call father frank effort rescue life frank see ghost fail save around turn try everything get fire call delay take call face victim help yet quit job
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,future technology advance point people buy organ extend life default payment organization know union send agent repossess organ remy agent business become recipient heart find dire strait victim
1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,base legend creature return devastate planet reporter ethan kendrick call investigate matter
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,recently orphan boy take godmother shock realize see boy friend flamboyant magician name bogus
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,break stage partner jade vega fight relevance hip street appear scene
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,danny cat go hollywood overcomes obstacle fulfill dream become movie star
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,story politics art usa center drama attempt stop production
0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,journalist play george clooney arrive berlin end world war become involve murder mystery surround gi wash mansion potsdam negotiation allied power soon investigation connects search lover play cate blanchett
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,knight return crusade take dragon become legend
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,height vietnam war captain benjamin willard send mission officially exist ever exist goal locate eliminate green beret colonel name walter kurtz lead army guerrilla mission territory
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,erin garrett much love erin move san francisco finish journalism degree garrett stay new york work music industry gamely keep romance webcam mile seem lover soon reunite score break separate
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,passionate glenn holland take day job school music teacher convince obstacle road call write opus decade roll composition generation student inspire teaching holland redefine life purpose
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bill pope cia agent mission london track hacker nickname dutchman get mysteriously ambush kill procedure use transfer memory jericho stewart wake cia agent memory mission find dutchman eliminate hacker launch icbm start world war iii complication soon arise mission turn
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,africa tell story life danish author karen blixen beginning century move africa build life film base novel karen blixen
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,airline pilot whip whitaker problem drug alcohol far manage complete flight safely luck run malfunction send plane hurtle ground whip pull result life lose shake core whip vow get crash investigation expose addiction find even situation
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,transportation space shuttle boeing crash atlantic ocean yet go look shuttle james bond investigate miss mission space shuttle soon learns shuttle owner hugo drax want kill mankind
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,grand budapest hotel tell concierge hotel war friendship employee become protégé story involve theft recovery renaissance painting battle family fortune upheaval transform europe half century
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,mother son change stranger enters life
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,spider jungle south america accidentally transport crate body america mat spider soon resident california town disappear result spider bite spider offspring couple doctor help exterminator annihilate legged freak
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,phenomenon give officer john sullivan chance speak father year past take opportunity prevent dad death action inadvertently give rise series murder father find way fix consequence alter time
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,hop bring family closer together recreate childhood vacation kid grow rusty griswold take wife son road trip theme park america walley world needle say thing go quite plan
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,chili palmer miami mobster get send bos bone barboni collect debt harry zimm hollywood producer specialize cheesy horror film chili meet harry lead lady spark fly pitch life story movie idea chili learn mobster hollywood producer really
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,murderess velma kelly roxie hart find death row together fight fame keep gallows chicago
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,law school grad adopt kid impress girlfriend everything go plan become foster father
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,gang back close ever decide get even closer spend summer together beach house decide hold party ever see even preparation always go plan especially stifler finch jim become ever want jim mistake glue lubricant
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,lead woody andy toy live happily room andy birthday bring buzz lightyear scene afraid lose place andy heart woody buzz circumstance separate buzz woody owner duo eventually learn put aside difference
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,los angeles swat cop jack traven bomb howard payne ransom money first elevator building then bus slow blow enough day nightmare la traffic still end
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,couple paige leo well then car accident put paige coma awaken lose year memory include leo wedding confuse relationship parent end relationship complication leo endeavor win heart rebuild marriage
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,father john crowley finally track success child megan patrick diagnose pompe disease condition prevent body break sugar support wife aileen john ditch career team specialist robert stonehill find company develop cure time save life megan patrick stonehill work tirelessly prove theory make sheep community bond forge ally
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lead football team win season coach bill yoast demote replace herman boone beloved yoast men learn overcome difference turn group men champion
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,missile sub boomer head voyage track los angeles class american submarine suddenly go disappears focus attention intelligence navy sub commander determine boomer head american coastal water ensues cia analyst jack ryan convince brass boomer commander intend something strike mind game ensues
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,look life cecil gaines serve president white house head butler seat history make
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,white goodman owner fitness center make move take struggle gym run pete la fleur way la fleur fight back dodgeball aid dodgeball guru goodman attorney la fleur team launch battle winner take
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,uncle fester miss year doctor find introduce fester attempt get adam family money daughter doubt uncle fester uncle adapts well family doctor carry plan take adam family fortune
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,summon ashram tibet ace find journey jungle africa find shikaka miss sacred animal wachati tribe accomplish wedding wachati princess prince wachootoos ace fail result war
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,socially girl raise mom discovers princess country death father prince genovia make choice continue life san francisco teen step throne
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,year help hubby climb ladder success manhattanites dump newer model trio determine turn pain gain come cleverly plan hit ex really hurt wallet
0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,detective hunt killer crime base deadly sin dark haunting film take viewer remains victim det sommerset research sin effort get killer mind novice partner mill scoff effort unravel case
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alien land south africa ship totally way home year later living slum wear move city overseen united mnu
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,trouble brewing bikini bottom someone steal king neptune crown look krab spongebob bos culprit pass promotion dream spongebob stand bos pal patrick set mission shell city reclaim crown save krab life
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,story friendship loyalty guilt vengeance affect past
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,despondent estrangement daughter trainer frankie dunn boxer maggie fitzgerald enter life maggie determine go convince dunn cohort help
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,countless wiseguy film spoof film center neurosis angst mafia racketeer suffer attack paul vitti need help deal role family shrink ben sobel give day resolve vitti crisis turn gangster
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,epic love story center man read aloud woman alzheimer notebook man word bring life story couple separate world war ii passionately reunite year later take path
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,jane find face nightmare sister announce engagement man jane secretly adore
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,miley stewart hannah montana get catch superstar celebrity lifestyle dad decide time change scenery nibblets miley trade glitz glamour hollywood ol jean family farm tennessee question miley stewart hannah montana help friend guest star taylor swift rascal flatts vanessa williams figure choose hannah miley
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,rugrats back tommy brave chuckie phil lil couple dil spoil brat angelica time wreak havoc paris france tommy dad stu summon yet one invention take dump
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,man talk sister psychiatrist family history fall love process
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,tale brother father living wilderness usa life affect nature history war love
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,george clooney play character ryan bingham executive specialize downsizing ryan live suitcase travel country purpose terminate employee day day just ryan reach goal flyer mark change come way change threaten crack heartless exterior ryan bingham
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,warren schmidt insurance salesman plan drive around motor home wife insist buy altogether either everything wife annoy disapprove man daughter marry wife suddenly die set postpone marriage daughter man like cop discovery wife process
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,zombie become involve girlfriend victim romance set motion sequence event transform lifeless world
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,action thriller looper time travel invent market mob want get someone send target year looper gun joe wait mop joe get life day mob decide close loop send back joe future self assassination
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,die time aspire get shot life reincarnate businessman
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,babe pig quite know place world bunch friend ferdinand duck think rooster fly dog call mom babe realize making become pig time farmer hogget know help dog babe learn pig anything want
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,year marriage couple attend counseling session work relationship
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,sarah marshall dump aspire peter bretter rock star aldous snow peter world come crash friend suggest peter get away everything fly hawaii escape problem arrive hawaii meet beautiful rachel jansen peter shock see snow hawaii also sarah marshall
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adopt brother return detroit hometown mother murder exact revenge killer
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,businesswoman dream baby discover hire class woman surrogate
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,birdee pruitt humiliate television friend connie sleep birdee husband bill birdee try start daughter bernice return texas hometown face acquaintance thrill see birdee friend justin help birdee get back foot love begin blossom
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,friend become rival wedding accidentally book day
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,friend life drift apart reunite funeral childhood friend look childhood belonging discover trunk contain detail friend attempt reveal trail go miss airplane hijacker cooper decide continue journey understand danger soon encounter
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,humiliation birthday party jenna rink want hide thirty magic grant turn thirty always think
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,comedy family travel capital business party include engage couple force confront illusion life well
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,surly curmudgeon squirrel banish park force survive city lucky stumble thing save life rest park community gear winter maury nut store
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,boy name george jung grow struggle family mother nag husband try make living family finally reveal george father make living family go bankrupt george want thing happen friend tuna suggest deal marijuana hit california go jail find wonder cocaine result release get bring cocaine america however soon pay price
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,woman find letter bottle wash ashore track author shipbuilder wife die tragically early attraction blossom man struggle make peace past move find happiness
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,capt kirk crew deal spock half brother kidnap diplomat hijack enterprise search god
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,calvin friend live orphanage find shoe letter mj connect powerline stormy night go get shoe calvin shoe strike lightning calvin basketball power chance play nba
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,frank drebin persuade retirement go undercover state prison find terrorist rocco plan escape frank wife jane baby add frank problem host celebrity academy award ceremony humiliate frank blunder way try foil rocco
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,newly develop microchip design zorin industry government survive radiation cause explosion land hand kgb james bond find suspicion soon lead industry leader max zorin
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,wallace cunning canine pal gromit investigate mystery nick park adventure inventor pup run business rid town garden pest use humane method turn home halfway house vermin pair mystery involve monster threaten ruin contest
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,widow discovers husband leave message intend help ease pain start life
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,illusion repair especially zebra name stripe spend life kentucky farm amidst sorely notion debonair thoroughbred face fact stark stripe mark decide race anyway help girl raise end winner circle
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,writer briony tallis irrevocably change course life accuse sister lover crime commit
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,girl vacation italy find letter juliet thousand missive leave lover verona courtyard typically answer secretary juliet go quest find lover reference letter
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,new york cop get involve gang war member yakuza mafia arrest killer order escort back japan japan however manage escape try track get deeply mafia scene learn win play game way
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,try save childhood orphanage moe larry curly inadvertently murder plot wind star reality tv show
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,set village animation feature follow story victor man whisk away underworld wed corpse bride bride victoria wait bereft land living
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,texas western coach don haskins lead start college basketball team ncaa championship
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,female fbi agent join cia operation take cartel bos job end push value limit
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,billy great hope reign middleweight box champion career wife daughter lifestyle however tragedy strike billy hit rock bottom lose family house manager soon find savior tick willis fighter train city amateur boxer future line hope fight reclaim trust love
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,deny woman extension need keep home loan officer christine brown see life take turn christine convince curse gypsy boyfriend hope seem lie psychic claim help lift curse keep soul drag straight hell
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,adaline recovers nearly accident inexplicably stop grow year stretch adaline keep meet man change life
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,secondhand lion follow adventure boy leave doorstep pair remembrance stir boy spirit men life
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,group new york city street dancer include luke natalie team nyu freshman moose find pit world hip hop dancer showdown change life forever
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nothing get anne marie board live beach shack roommate dawn morning conquer wave count day pipe master competition have transplant hawaii one blessing anne marie find need surf scene matt tollman come along
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,everybody know life story story life harold crick irs agent day change harold begin hear author head narrate life narration reveals go die harold find author convince change end
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,story town plunge darkness month year sun sink horizon ray fade town attack gang vampire bend orgy destruction only town sheriff team stand survivor destruction
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,college friend spend weekend cabin wood get bargain together discover truth cabin wood
